time,temperature_2m_max,temperature_2m_min,precipitation_sum,city
2016-01-01,14.6,9.0,0.7,Cairo
2016-01-02,14.7,6.9,0.0,Cairo
2016-01-03,17.1,6.8,0.0,Cairo
2016-01-04,19.5,8.1,0.0,Cairo
2016-01-05,20.8,8.6,0.0,Cairo
2016-01-06,23.0,9.8,0.0,Cairo
2016-01-07,22.0,11.9,0.1,Cairo
2016-01-08,19.3,11.5,0.0,Cairo
2016-01-09,20.2,12.4,0.0,Cairo
2016-01-10,20.9,9.0,0.0,Cairo
2016-01-11,21.5,7.4,0.0,Cairo
2016-01-12,21.8,8.8,0.0,Cairo
2016-01-13,21.9,6.9,0.0,Cairo
2016-01-14,21.1,9.0,0.0,Cairo
2016-01-15,19.5,11.4,0.0,Cairo
2016-01-16,20.2,6.9,0.0,Cairo
2016-01-17,21.4,7.5,0.0,Cairo
2016-01-18,16.2,8.3,0.0,Cairo
2016-01-19,16.2,7.7,0.0,Cairo
2016-01-20,17.9,8.4,0.0,Cairo
2016-01-21,19.6,8.3,0.0,Cairo
2016-01-22,19.2,6.4,0.0,Cairo
2016-01-23,18.0,9.0,0.0,Cairo
2016-01-24,14.1,7.9,0.1,Cairo
2016-01-25,13.3,6.2,0.2,Cairo
2016-01-26,13.4,3.8,0.8,Cairo
2016-01-27,12.2,5.4,3.5,Cairo
2016-01-28,14.1,3.7,0.0,Cairo
2016-01-29,16.7,4.2,0.0,Cairo
2016-01-30,18.5,3.9,0.0,Cairo
2016-01-31,19.0,9.4,0.0,Cairo
2016-02-01,19.6,8.3,0.0,Cairo
2016-02-02,20.2,9.3,0.0,Cairo
2016-02-03,21.6,8.2,0.0,Cairo
2016-02-04,24.8,8.5,0.0,Cairo
2016-02-05,20.9,8.3,0.0,Cairo
2016-02-06,17.7,9.7,0.0,Cairo
2016-02-07,15.1,9.4,0.0,Cairo
2016-02-08,15.7,8.6,0.0,Cairo
2016-02-09,18.4,7.2,0.0,Cairo
2016-02-10,18.5,8.0,0.0,Cairo
2016-02-11,20.1,4.6,0.0,Cairo
2016-02-12,23.1,6.5,0.0,Cairo
2016-02-13,25.0,9.1,0.0,Cairo
2016-02-14,27.4,8.4,0.0,Cairo
2016-02-15,29.5,13.1,0.0,Cairo
2016-02-16,30.5,14.3,0.0,Cairo
2016-02-17,31.6,14.2,0.0,Cairo
2016-02-18,31.6,14.6,0.0,Cairo
2016-02-19,26.7,15.9,0.0,Cairo
2016-02-20,24.5,12.2,0.0,Cairo
2016-02-21,20.1,11.9,0.3,Cairo
2016-02-22,20.6,13.0,0.0,Cairo
2016-02-23,21.5,8.7,0.0,Cairo
2016-02-24,24.7,8.0,0.0,Cairo
2016-02-25,27.3,9.3,0.0,Cairo
2016-02-26,28.2,10.9,0.0,Cairo
2016-02-27,24.8,12.4,0.0,Cairo
2016-02-28,26.0,10.7,0.0,Cairo
2016-02-29,31.0,12.5,0.0,Cairo
2016-03-01,33.6,15.4,0.0,Cairo
2016-03-02,31.6,15.0,0.0,Cairo
2016-03-03,22.1,12.2,0.4,Cairo
2016-03-04,23.7,9.0,0.0,Cairo
2016-03-05,25.7,9.7,0.0,Cairo
2016-03-06,23.5,10.0,0.0,Cairo
2016-03-07,24.5,9.4,0.0,Cairo
2016-03-08,27.6,10.4,0.0,Cairo
2016-03-09,31.4,15.4,0.0,Cairo
2016-03-10,27.3,11.7,0.0,Cairo
2016-03-11,28.3,14.8,0.0,Cairo
2016-03-12,28.5,17.9,0.0,Cairo
2016-03-13,32.8,20.1,0.1,Cairo
2016-03-14,25.6,14.8,0.0,Cairo
2016-03-15,22.5,13.2,0.0,Cairo
2016-03-16,21.9,10.7,0.0,Cairo
2016-03-17,22.7,10.8,0.0,Cairo
2016-03-18,24.4,9.0,0.0,Cairo
2016-03-19,31.3,12.5,0.0,Cairo
2016-03-20,22.5,13.1,0.0,Cairo
2016-03-21,23.3,10.5,0.0,Cairo
2016-03-22,24.7,9.8,0.0,Cairo
2016-03-23,30.7,10.4,0.0,Cairo
2016-03-24,31.9,18.6,0.0,Cairo
2016-03-25,28.3,17.2,0.0,Cairo
2016-03-26,26.5,18.1,2.4,Cairo
2016-03-27,22.4,13.8,0.0,Cairo
2016-03-28,20.5,11.0,0.0,Cairo
2016-03-29,23.1,10.0,0.0,Cairo
2016-03-30,23.8,8.7,0.0,Cairo
2016-03-31,25.9,10.7,0.0,Cairo
2016-04-01,28.1,11.6,0.0,Cairo
2016-04-02,30.2,13.2,0.0,Cairo
2016-04-03,30.0,12.6,0.0,Cairo
2016-04-04,30.1,12.1,0.0,Cairo
2016-04-05,30.7,15.7,0.0,Cairo
2016-04-06,31.4,14.9,0.0,Cairo
2016-04-07,34.5,15.6,0.0,Cairo
2016-04-08,39.4,19.6,0.0,Cairo
2016-04-09,40.5,25.0,0.0,Cairo
2016-04-10,32.0,19.4,0.0,Cairo
2016-04-11,29.4,16.1,0.0,Cairo
2016-04-12,24.2,12.9,0.0,Cairo
2016-04-13,24.1,13.9,0.0,Cairo
2016-04-14,27.3,14.8,0.0,Cairo
2016-04-15,31.2,14.0,0.0,Cairo
2016-04-16,34.6,15.8,0.0,Cairo
2016-04-17,34.5,17.0,0.0,Cairo
2016-04-18,31.8,14.0,0.0,Cairo
2016-04-19,33.2,14.9,0.0,Cairo
2016-04-20,35.4,15.8,0.0,Cairo
2016-04-21,37.2,16.5,0.0,Cairo
2016-04-22,35.3,17.1,0.0,Cairo
2016-04-23,34.5,16.5,0.0,Cairo
2016-04-24,39.1,18.7,0.0,Cairo
2016-04-25,34.8,19.2,0.0,Cairo
2016-04-26,40.3,19.5,0.0,Cairo
2016-04-27,29.6,16.7,0.0,Cairo
2016-04-28,28.9,13.7,0.0,Cairo
2016-04-29,30.8,13.8,0.0,Cairo
2016-04-30,35.5,16.1,0.0,Cairo
2016-05-01,34.0,18.8,0.0,Cairo
2016-05-02,34.8,15.3,0.0,Cairo
2016-05-03,38.6,21.0,0.0,Cairo
2016-05-04,28.7,17.1,0.0,Cairo
2016-05-05,30.9,16.2,0.0,Cairo
2016-05-06,27.2,15.3,0.0,Cairo
2016-05-07,28.4,15.9,0.0,Cairo
2016-05-08,31.5,16.3,0.0,Cairo
2016-05-09,36.3,19.0,0.0,Cairo
2016-05-10,33.8,18.3,0.0,Cairo
2016-05-11,31.3,15.8,0.0,Cairo
2016-05-12,33.3,15.1,0.0,Cairo
2016-05-13,37.9,19.2,0.0,Cairo
2016-05-14,43.0,25.1,0.0,Cairo
2016-05-15,44.6,29.2,0.0,Cairo
2016-05-16,40.9,24.5,0.0,Cairo
2016-05-17,34.9,20.6,0.0,Cairo
2016-05-18,30.5,17.7,0.0,Cairo
2016-05-19,30.1,15.5,0.0,Cairo
2016-05-20,31.5,15.7,0.0,Cairo
2016-05-21,34.9,17.8,0.0,Cairo
2016-05-22,38.6,21.0,0.0,Cairo
2016-05-23,29.2,17.0,0.0,Cairo
2016-05-24,29.9,15.6,0.0,Cairo
2016-05-25,33.5,15.1,0.0,Cairo
2016-05-26,32.9,21.2,0.0,Cairo
2016-05-27,30.5,15.8,0.0,Cairo
2016-05-28,30.3,16.7,0.0,Cairo
2016-05-29,31.3,16.3,0.0,Cairo
2016-05-30,33.6,16.5,0.0,Cairo
2016-05-31,37.1,18.7,0.0,Cairo
2016-06-01,41.7,22.0,0.0,Cairo
2016-06-02,40.9,21.8,0.0,Cairo
2016-06-03,44.3,23.5,0.0,Cairo
2016-06-04,45.1,24.6,0.1,Cairo
2016-06-05,39.1,23.1,0.0,Cairo
2016-06-06,37.8,19.9,0.0,Cairo
2016-06-07,42.0,22.3,0.0,Cairo
2016-06-08,38.3,23.6,0.0,Cairo
2016-06-09,32.9,19.7,0.0,Cairo
2016-06-10,32.7,18.8,0.0,Cairo
2016-06-11,35.5,19.4,0.0,Cairo
2016-06-12,39.2,23.2,0.0,Cairo
2016-06-13,38.7,21.5,0.0,Cairo
2016-06-14,41.2,20.6,0.0,Cairo
2016-06-15,37.4,24.3,0.0,Cairo
2016-06-16,35.1,19.4,0.0,Cairo
2016-06-17,37.0,18.9,0.0,Cairo
2016-06-18,37.7,20.0,0.0,Cairo
2016-06-19,38.3,20.8,0.0,Cairo
2016-06-20,38.7,21.0,0.0,Cairo
2016-06-21,39.8,21.8,0.0,Cairo
2016-06-22,39.5,21.9,0.0,Cairo
2016-06-23,39.8,22.9,0.0,Cairo
2016-06-24,38.4,22.3,0.0,Cairo
2016-06-25,39.5,22.4,0.0,Cairo
2016-06-26,39.9,22.4,0.0,Cairo
2016-06-27,36.0,23.1,0.0,Cairo
2016-06-28,35.9,21.8,0.0,Cairo
2016-06-29,37.9,21.6,0.0,Cairo
2016-06-30,36.9,22.4,0.0,Cairo
2016-07-01,35.6,21.9,0.0,Cairo
2016-07-02,36.8,22.2,0.0,Cairo
2016-07-03,36.7,21.3,0.0,Cairo
2016-07-04,36.7,21.6,0.0,Cairo
2016-07-05,35.8,22.5,0.0,Cairo
2016-07-06,38.2,23.0,0.0,Cairo
2016-07-07,37.6,23.1,0.0,Cairo
2016-07-08,36.3,22.8,0.0,Cairo
2016-07-09,36.6,21.6,0.0,Cairo
2016-07-10,37.7,22.7,0.0,Cairo
2016-07-11,37.4,21.5,0.0,Cairo
2016-07-12,37.6,22.0,0.0,Cairo
2016-07-13,38.3,23.2,0.0,Cairo
2016-07-14,38.0,22.6,0.0,Cairo
2016-07-15,38.4,22.5,0.0,Cairo
2016-07-16,38.3,22.1,0.0,Cairo
2016-07-17,37.3,23.1,0.0,Cairo
2016-07-18,34.6,21.3,0.0,Cairo
2016-07-19,35.3,21.0,0.0,Cairo
2016-07-20,35.6,21.9,0.0,Cairo
2016-07-21,37.6,22.9,0.0,Cairo
2016-07-22,36.3,23.2,0.0,Cairo
2016-07-23,35.6,21.0,0.0,Cairo
2016-07-24,36.9,20.7,0.0,Cairo
2016-07-25,38.8,21.4,0.0,Cairo
2016-07-26,38.4,22.1,0.0,Cairo
2016-07-27,37.1,22.3,0.0,Cairo
2016-07-28,36.5,21.9,0.0,Cairo
2016-07-29,36.3,23.0,0.0,Cairo
2016-07-30,36.1,22.3,0.0,Cairo
2016-07-31,36.3,21.2,0.0,Cairo
2016-08-01,37.8,23.4,0.0,Cairo
2016-08-02,38.1,23.1,0.0,Cairo
2016-08-03,36.9,22.1,0.0,Cairo
2016-08-04,37.7,21.4,0.0,Cairo
2016-08-05,38.1,21.9,0.0,Cairo
2016-08-06,38.6,22.9,0.0,Cairo
2016-08-07,37.1,22.3,0.0,Cairo
2016-08-08,36.6,22.2,0.0,Cairo
2016-08-09,36.9,23.0,0.0,Cairo
2016-08-10,35.1,21.6,0.0,Cairo
2016-08-11,35.1,22.2,0.0,Cairo
2016-08-12,36.2,22.6,0.0,Cairo
2016-08-13,37.0,22.4,0.0,Cairo
2016-08-14,37.9,22.8,0.0,Cairo
2016-08-15,35.5,22.8,0.0,Cairo
2016-08-16,34.4,22.0,0.0,Cairo
2016-08-17,35.6,21.4,0.0,Cairo
2016-08-18,37.6,21.6,0.0,Cairo
2016-08-19,36.6,19.9,0.0,Cairo
2016-08-20,36.1,20.8,0.0,Cairo
2016-08-21,36.6,20.9,0.0,Cairo
2016-08-22,36.3,21.3,0.0,Cairo
2016-08-23,36.4,22.3,0.0,Cairo
2016-08-24,37.1,21.6,0.0,Cairo
2016-08-25,36.6,21.5,0.0,Cairo
2016-08-26,37.0,20.2,0.0,Cairo
2016-08-27,36.4,22.0,0.0,Cairo
2016-08-28,35.6,21.2,0.0,Cairo
2016-08-29,34.9,21.6,0.0,Cairo
2016-08-30,34.3,21.1,0.0,Cairo
2016-08-31,34.6,21.3,0.0,Cairo
2016-09-01,35.0,21.9,0.0,Cairo
2016-09-02,36.3,22.5,0.0,Cairo
2016-09-03,34.8,21.3,0.0,Cairo
2016-09-04,35.6,21.5,0.0,Cairo
2016-09-05,35.4,22.7,0.0,Cairo
2016-09-06,34.8,21.9,0.0,Cairo
2016-09-07,34.3,20.0,0.0,Cairo
2016-09-08,34.1,18.7,0.0,Cairo
2016-09-09,36.8,19.3,0.0,Cairo
2016-09-10,39.1,20.8,0.0,Cairo
2016-09-11,38.3,21.5,0.0,Cairo
2016-09-12,35.1,23.1,0.0,Cairo
2016-09-13,33.9,20.6,0.0,Cairo
2016-09-14,36.1,20.7,0.0,Cairo
2016-09-15,36.1,23.0,0.0,Cairo
2016-09-16,33.7,21.9,0.0,Cairo
2016-09-17,33.9,20.4,0.0,Cairo
2016-09-18,34.4,20.4,0.0,Cairo
2016-09-19,35.6,18.9,0.0,Cairo
2016-09-20,37.7,20.4,0.0,Cairo
2016-09-21,40.5,22.1,0.0,Cairo
2016-09-22,34.6,22.3,0.0,Cairo
2016-09-23,33.0,21.3,0.0,Cairo
2016-09-24,32.3,20.7,0.0,Cairo
2016-09-25,31.8,20.3,0.0,Cairo
2016-09-26,30.9,18.2,0.0,Cairo
2016-09-27,31.0,19.6,0.0,Cairo
2016-09-28,32.1,18.1,0.0,Cairo
2016-09-29,32.2,18.7,0.0,Cairo
2016-09-30,33.2,18.8,0.0,Cairo
2016-10-01,33.5,18.0,0.0,Cairo
2016-10-02,35.5,20.0,0.0,Cairo
2016-10-03,35.8,19.7,0.0,Cairo
2016-10-04,33.3,19.0,0.0,Cairo
2016-10-05,32.1,18.9,0.0,Cairo
2016-10-06,31.8,19.2,0.0,Cairo
2016-10-07,31.2,18.5,0.0,Cairo
2016-10-08,32.2,17.6,0.0,Cairo
2016-10-09,35.5,17.8,0.0,Cairo
2016-10-10,32.2,20.3,0.0,Cairo
2016-10-11,33.2,17.6,0.0,Cairo
2016-10-12,35.5,19.5,0.0,Cairo
2016-10-13,35.1,19.7,0.0,Cairo
2016-10-14,33.7,20.2,0.0,Cairo
2016-10-15,30.6,19.5,0.0,Cairo
2016-10-16,30.8,17.8,0.0,Cairo
2016-10-17,31.7,19.1,0.0,Cairo
2016-10-18,31.2,16.8,0.0,Cairo
2016-10-19,28.7,17.1,0.0,Cairo
2016-10-20,28.6,16.8,0.0,Cairo
2016-10-21,28.5,19.1,0.0,Cairo
2016-10-22,29.5,16.3,0.0,Cairo
2016-10-23,30.4,18.1,0.0,Cairo
2016-10-24,31.1,17.9,0.0,Cairo
2016-10-25,28.3,19.0,0.0,Cairo
2016-10-26,30.2,20.5,0.0,Cairo
2016-10-27,30.3,18.6,0.0,Cairo
2016-10-28,29.8,18.9,0.0,Cairo
2016-10-29,29.6,20.5,0.0,Cairo
2016-10-30,29.3,19.9,0.0,Cairo
2016-10-31,28.4,18.0,0.0,Cairo
2016-11-01,27.1,15.8,0.0,Cairo
2016-11-02,25.8,16.2,0.0,Cairo
2016-11-03,25.5,14.0,0.0,Cairo
2016-11-04,26.5,16.1,0.0,Cairo
2016-11-05,26.1,13.7,0.0,Cairo
2016-11-06,27.0,13.8,0.0,Cairo
2016-11-07,27.4,15.2,0.0,Cairo
2016-11-08,28.4,15.0,0.0,Cairo
2016-11-09,31.1,14.0,0.0,Cairo
2016-11-10,29.2,16.8,0.0,Cairo
2016-11-11,27.3,16.3,0.0,Cairo
2016-11-12,28.5,17.1,0.0,Cairo
2016-11-13,27.5,16.3,0.0,Cairo
2016-11-14,27.6,17.7,0.0,Cairo
2016-11-15,26.7,17.5,0.0,Cairo
2016-11-16,24.6,14.9,0.0,Cairo
2016-11-17,22.6,14.2,0.0,Cairo
2016-11-18,24.3,11.6,0.0,Cairo
2016-11-19,25.8,15.5,0.0,Cairo
2016-11-20,25.5,14.3,0.0,Cairo
2016-11-21,27.6,13.1,0.0,Cairo
2016-11-22,28.0,15.4,0.0,Cairo
2016-11-23,27.7,13.7,0.0,Cairo
2016-11-24,25.1,13.1,0.0,Cairo
2016-11-25,23.7,10.4,0.0,Cairo
2016-11-26,22.2,8.6,0.0,Cairo
2016-11-27,23.1,8.0,0.0,Cairo
2016-11-28,24.0,8.2,0.0,Cairo
2016-11-29,24.3,13.5,0.0,Cairo
2016-11-30,24.1,16.1,0.3,Cairo
2016-12-01,18.2,12.4,2.4,Cairo
2016-12-02,18.5,10.4,0.0,Cairo
2016-12-03,21.3,8.9,0.0,Cairo
2016-12-04,22.2,9.5,0.0,Cairo
2016-12-05,22.9,10.4,0.0,Cairo
2016-12-06,22.6,11.8,0.0,Cairo
2016-12-07,23.3,11.3,0.0,Cairo
2016-12-08,22.6,11.5,0.0,Cairo
2016-12-09,20.5,11.6,0.0,Cairo
2016-12-10,20.1,9.1,0.0,Cairo
2016-12-11,20.5,9.8,0.0,Cairo
2016-12-12,20.8,10.4,0.0,Cairo
2016-12-13,21.8,9.8,0.0,Cairo
2016-12-14,18.2,13.1,0.0,Cairo
2016-12-15,18.4,10.9,0.0,Cairo
2016-12-16,18.7,8.6,0.0,Cairo
2016-12-17,20.5,10.2,0.0,Cairo
2016-12-18,20.0,9.2,0.0,Cairo
2016-12-19,18.7,9.2,0.0,Cairo
2016-12-20,17.8,7.2,0.0,Cairo
2016-12-21,18.0,6.7,0.0,Cairo
2016-12-22,17.8,8.4,0.8,Cairo
2016-12-23,17.2,7.8,0.0,Cairo
2016-12-24,16.6,6.8,0.0,Cairo
2016-12-25,16.6,6.2,0.0,Cairo
2016-12-26,18.3,7.7,0.0,Cairo
2016-12-27,17.1,9.5,0.0,Cairo
2016-12-28,17.2,6.2,0.0,Cairo
2016-12-29,18.3,8.8,0.0,Cairo
2016-12-30,17.5,5.7,0.0,Cairo
2016-12-31,16.0,5.5,0.0,Cairo
2017-01-01,16.6,6.8,0.0,Cairo
2017-01-02,16.9,4.3,0.0,Cairo
2017-01-03,17.5,6.6,0.0,Cairo
2017-01-04,18.2,7.3,0.0,Cairo
2017-01-05,18.8,6.1,0.0,Cairo
2017-01-06,19.5,4.8,0.0,Cairo
2017-01-07,17.4,6.5,0.0,Cairo
2017-01-08,15.7,8.2,0.0,Cairo
2017-01-09,14.6,6.3,0.0,Cairo
2017-01-10,16.2,5.3,0.0,Cairo
2017-01-11,18.6,3.8,0.0,Cairo
2017-01-12,19.6,7.3,0.0,Cairo
2017-01-13,19.2,7.2,0.0,Cairo
2017-01-14,17.6,10.6,1.4,Cairo
2017-01-15,19.7,8.5,0.0,Cairo
2017-01-16,20.0,8.9,0.0,Cairo
2017-01-17,21.3,8.3,0.0,Cairo
2017-01-18,20.2,7.8,0.0,Cairo
2017-01-19,20.3,7.2,0.0,Cairo
2017-01-20,19.9,9.3,0.0,Cairo
2017-01-21,19.6,7.8,0.0,Cairo
2017-01-22,18.8,6.5,0.0,Cairo
2017-01-23,19.4,9.3,0.0,Cairo
2017-01-24,24.9,7.3,0.1,Cairo
2017-01-25,20.9,13.4,2.1,Cairo
2017-01-26,18.9,9.7,0.0,Cairo
2017-01-27,16.7,9.0,0.2,Cairo
2017-01-28,15.8,9.5,0.0,Cairo
2017-01-29,17.0,10.1,0.0,Cairo
2017-01-30,16.5,5.2,0.0,Cairo
2017-01-31,17.7,7.0,0.0,Cairo
2017-02-01,17.8,7.6,0.2,Cairo
2017-02-02,17.8,6.9,0.0,Cairo
2017-02-03,18.3,6.6,0.0,Cairo
2017-02-04,19.7,7.4,0.0,Cairo
2017-02-05,20.2,8.1,0.0,Cairo
2017-02-06,21.0,7.8,0.0,Cairo
2017-02-07,25.2,9.8,0.0,Cairo
2017-02-08,21.9,9.6,0.0,Cairo
2017-02-09,21.5,9.1,0.0,Cairo
2017-02-10,21.8,8.3,0.0,Cairo
2017-02-11,21.7,8.8,0.0,Cairo
2017-02-12,20.5,8.5,0.0,Cairo
2017-02-13,20.2,11.0,0.0,Cairo
2017-02-14,15.7,8.9,0.8,Cairo
2017-02-15,16.6,8.5,0.1,Cairo
2017-02-16,14.6,9.3,1.9,Cairo
2017-02-17,17.4,5.7,0.0,Cairo
2017-02-18,17.3,5.6,0.0,Cairo
2017-02-19,19.8,6.4,0.0,Cairo
2017-02-20,20.8,7.2,0.0,Cairo
2017-02-21,20.9,7.9,0.0,Cairo
2017-02-22,19.2,8.9,1.2,Cairo
2017-02-23,21.1,7.6,0.0,Cairo
2017-02-24,22.4,9.6,0.0,Cairo
2017-02-25,23.3,10.2,0.0,Cairo
2017-02-26,24.3,11.3,0.0,Cairo
2017-02-27,26.3,11.4,0.0,Cairo
2017-02-28,27.0,13.0,0.1,Cairo
2017-03-01,25.2,12.0,0.0,Cairo
2017-03-02,22.9,12.9,0.0,Cairo
2017-03-03,21.2,12.3,0.0,Cairo
2017-03-04,22.6,9.1,0.0,Cairo
2017-03-05,23.5,11.1,0.0,Cairo
2017-03-06,24.4,10.5,0.0,Cairo
2017-03-07,22.4,12.9,0.0,Cairo
2017-03-08,28.1,10.7,0.0,Cairo
2017-03-09,25.7,16.4,0.0,Cairo
2017-03-10,23.1,13.6,0.4,Cairo
2017-03-11,22.4,13.8,0.1,Cairo
2017-03-12,22.2,16.6,0.0,Cairo
2017-03-13,22.4,11.4,0.0,Cairo
2017-03-14,22.7,10.7,0.0,Cairo
2017-03-15,21.4,11.2,0.3,Cairo
2017-03-16,23.0,11.1,0.0,Cairo
2017-03-17,25.9,11.1,0.0,Cairo
2017-03-18,26.7,14.0,1.8,Cairo
2017-03-19,20.4,11.6,0.0,Cairo
2017-03-20,23.4,9.1,0.0,Cairo
2017-03-21,25.1,11.1,0.0,Cairo
2017-03-22,26.3,12.9,0.3,Cairo
2017-03-23,26.1,10.9,0.0,Cairo
2017-03-24,24.9,13.1,0.0,Cairo
2017-03-25,24.1,9.4,0.0,Cairo
2017-03-26,24.6,10.6,0.0,Cairo
2017-03-27,26.0,11.7,0.0,Cairo
2017-03-28,28.1,11.0,0.0,Cairo
2017-03-29,31.1,14.4,0.0,Cairo
2017-03-30,27.8,14.5,0.0,Cairo
2017-03-31,25.5,14.3,0.0,Cairo
2017-04-01,23.8,14.4,0.2,Cairo
2017-04-02,23.2,11.7,0.0,Cairo
2017-04-03,25.8,11.6,0.0,Cairo
2017-04-04,28.2,12.7,0.0,Cairo
2017-04-05,29.8,13.5,0.0,Cairo
2017-04-06,27.4,14.4,0.0,Cairo
2017-04-07,25.7,12.3,0.0,Cairo
2017-04-08,28.0,13.2,0.0,Cairo
2017-04-09,27.7,15.1,1.2,Cairo
2017-04-10,27.0,15.6,0.1,Cairo
2017-04-11,29.0,15.3,0.0,Cairo
2017-04-12,30.7,15.9,1.2,Cairo
2017-04-13,24.3,15.5,1.0,Cairo
2017-04-14,24.3,13.5,0.0,Cairo
2017-04-15,26.0,12.1,0.0,Cairo
2017-04-16,27.4,12.6,0.0,Cairo
2017-04-17,28.9,13.7,0.0,Cairo
2017-04-18,32.0,16.4,0.0,Cairo
2017-04-19,29.7,14.4,0.0,Cairo
2017-04-20,33.2,15.5,0.0,Cairo
2017-04-21,37.9,18.4,0.0,Cairo
2017-04-22,37.4,19.2,0.0,Cairo
2017-04-23,25.8,16.2,0.0,Cairo
2017-04-24,24.6,14.2,0.0,Cairo
2017-04-25,27.2,14.1,0.0,Cairo
2017-04-26,28.8,13.2,0.0,Cairo
2017-04-27,29.5,13.8,0.0,Cairo
2017-04-28,30.8,15.0,0.0,Cairo
2017-04-29,32.1,16.2,0.0,Cairo
2017-04-30,32.7,15.8,0.0,Cairo
2017-05-01,30.6,18.6,0.0,Cairo
2017-05-02,28.3,16.6,0.0,Cairo
2017-05-03,29.0,16.3,0.0,Cairo
2017-05-04,30.8,16.0,0.0,Cairo
2017-05-05,30.2,16.0,0.0,Cairo
2017-05-06,30.8,16.0,0.0,Cairo
2017-05-07,32.4,16.3,0.0,Cairo
2017-05-08,36.8,17.2,0.0,Cairo
2017-05-09,38.8,21.3,0.0,Cairo
2017-05-10,40.1,18.8,0.0,Cairo
2017-05-11,32.1,18.4,0.0,Cairo
2017-05-12,32.5,16.8,0.0,Cairo
2017-05-13,35.6,17.7,0.0,Cairo
2017-05-14,38.8,19.0,0.0,Cairo
2017-05-15,38.4,21.3,0.0,Cairo
2017-05-16,35.0,18.9,0.0,Cairo
2017-05-17,34.2,18.9,0.0,Cairo
2017-05-18,35.4,20.8,0.0,Cairo
2017-05-19,29.7,19.1,0.0,Cairo
2017-05-20,28.8,17.4,0.0,Cairo
2017-05-21,30.0,15.2,0.0,Cairo
2017-05-22,35.0,19.0,0.0,Cairo
2017-05-23,29.1,16.7,0.0,Cairo
2017-05-24,30.4,15.6,0.0,Cairo
2017-05-25,31.6,17.6,0.1,Cairo
2017-05-26,34.0,17.0,0.0,Cairo
2017-05-27,36.7,22.6,0.0,Cairo
2017-05-28,34.7,19.2,0.0,Cairo
2017-05-29,34.0,19.6,0.0,Cairo
2017-05-30,34.9,20.7,0.0,Cairo
2017-05-31,35.9,22.2,0.0,Cairo
2017-06-01,32.2,18.8,0.0,Cairo
2017-06-02,33.1,17.4,0.0,Cairo
2017-06-03,35.0,19.4,0.0,Cairo
2017-06-04,35.6,20.3,0.0,Cairo
2017-06-05,37.3,19.9,0.0,Cairo
2017-06-06,38.7,22.3,0.0,Cairo
2017-06-07,40.0,23.2,0.0,Cairo
2017-06-08,41.4,24.2,0.0,Cairo
2017-06-09,35.9,23.5,0.0,Cairo
2017-06-10,34.9,20.8,0.0,Cairo
2017-06-11,34.9,19.6,0.0,Cairo
2017-06-12,34.8,19.2,0.0,Cairo
2017-06-13,37.2,20.3,0.0,Cairo
2017-06-14,34.0,22.3,0.0,Cairo
2017-06-15,34.9,20.8,0.0,Cairo
2017-06-16,36.2,20.7,0.0,Cairo
2017-06-17,37.5,21.9,0.0,Cairo
2017-06-18,38.1,21.1,0.0,Cairo
2017-06-19,38.6,23.6,0.0,Cairo
2017-06-20,35.0,23.8,0.0,Cairo
2017-06-21,33.3,22.4,0.3,Cairo
2017-06-22,33.8,20.0,0.0,Cairo
2017-06-23,34.7,20.9,0.0,Cairo
2017-06-24,35.9,20.9,0.0,Cairo
2017-06-25,37.2,20.8,0.0,Cairo
2017-06-26,37.2,21.5,0.0,Cairo
2017-06-27,37.5,21.9,0.0,Cairo
2017-06-28,37.5,22.3,0.0,Cairo
2017-06-29,38.3,21.6,0.0,Cairo
2017-06-30,39.9,22.6,0.0,Cairo
2017-07-01,40.9,23.2,0.0,Cairo
2017-07-02,40.9,25.3,0.0,Cairo
2017-07-03,40.6,24.4,0.0,Cairo
2017-07-04,39.5,24.3,0.0,Cairo
2017-07-05,36.6,23.8,0.0,Cairo
2017-07-06,34.8,21.9,0.0,Cairo
2017-07-07,34.7,22.1,0.0,Cairo
2017-07-08,37.3,22.3,0.0,Cairo
2017-07-09,37.0,23.5,0.0,Cairo
2017-07-10,38.0,23.8,0.0,Cairo
2017-07-11,38.7,24.2,0.0,Cairo
2017-07-12,38.6,23.6,0.0,Cairo
2017-07-13,38.5,22.8,0.0,Cairo
2017-07-14,39.3,22.4,0.0,Cairo
2017-07-15,40.8,23.2,0.0,Cairo
2017-07-16,40.2,25.1,0.0,Cairo
2017-07-17,38.8,24.2,0.0,Cairo
2017-07-18,39.7,25.0,0.0,Cairo
2017-07-19,36.9,24.7,0.0,Cairo
2017-07-20,34.1,23.4,0.0,Cairo
2017-07-21,34.8,23.2,0.0,Cairo
2017-07-22,35.8,23.5,0.0,Cairo
2017-07-23,35.6,23.8,0.0,Cairo
2017-07-24,37.0,24.7,0.0,Cairo
2017-07-25,38.3,23.3,0.0,Cairo
2017-07-26,38.7,24.0,0.0,Cairo
2017-07-27,39.9,23.8,0.0,Cairo
2017-07-28,37.7,23.9,0.0,Cairo
2017-07-29,35.3,23.9,0.0,Cairo
2017-07-30,34.7,23.9,0.0,Cairo
2017-07-31,36.4,23.3,0.0,Cairo
2017-08-01,37.5,23.7,0.0,Cairo
2017-08-02,37.7,23.1,0.0,Cairo
2017-08-03,37.1,24.2,0.0,Cairo
2017-08-04,36.5,24.0,0.0,Cairo
